Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
Bosch,IDS Edge,BOHA-60RTB-M18S,ductless,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006876,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006877,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006878,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006879,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006880,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006881,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006882,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Cadet,500 Series,500006883,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Capella,Energia B,CPEB-H09A-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Capella,Energia B,CPEB-H12A-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Capella,Energia B,CPEB-H18A-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Capella,Energia B,CPEB-H24A-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP06SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP09SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP12SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP183A-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP18SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP24SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP284A-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP33SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP365A-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP486A-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A Series,A-VHP556A-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A-ZHP Series,A-ZHP09SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,A-ZHP Series,A-ZHP15SA-1,ductless,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Century,HSA14 SERIES,HSA1424S1-**A,central,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Century,HSA14 SERIES,HSA1430S1-**A,central,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Century,HSA14 SERIES,HSA1436S1-**A,central,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Century,HSA19 SERIES,HSA1960V1-**A,central,https://www.century-hvac.com/,Portail fabricant,Marque; documents par gamme,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,HMH7,HMH72B341,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH824E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH824E2S12,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH836E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH836E2S12,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH860E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,HH860E2S12,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH518E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH524E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH536E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH548E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH560E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH618E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH624E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH630E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH636E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH648E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH660E2S11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH936E2C11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
CHAMPION HEATING AND COOLING,LX SERIES,XH960E2C11,central,https://www.championhomecomfort.com/residential-equipment/,Portail fabricant,Plateforme JCI; rechercher le SKU,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
